,Anmerkung,BNetzA_ID,Baujahr,Betriebstand,Energietraeger,Grenzkosten,KWK,Kraftwerksart,Kraftwerksname,Leistung,Unternehmen,Voraus_Stillegung,Wirkungsgrad,Aktiv
39,Berechneter Zeitpunkt der Stillegung,BNA0699,1975.0,in Betrieb,Braunkohle,29.69,Ja,,Neurath,607.0,RWE Power AG,2020,0.3748,A
40,Berechneter Zeitpunkt der Stillegung,BNA0700,1976.0,in Betrieb,Braunkohle,29.72,Ja,,Neurath,604.0,RWE Power AG,2021,0.3747,A
41,Berechneter Zeitpunkt der Stillegung,BNA1027,1974.0,in Betrieb,Braunkohle,29.84,Ja,,Weisweiler,592.0,RWE Power AG,2019,0.3741,A
42,Berechneter Zeitpunkt der Stillegung,BNA1028,1975.0,in Betrieb,Braunkohle,29.84,Ja,,Weisweiler,592.0,RWE Power AG,2020,0.3741,A
43,Berechneter Zeitpunkt der Stillegung,BNA0123,1980.0,in Betrieb,Braunkohle,31.15,Ja,,Boxberg,465.0,Vattenfall Europe Generation AG,2025,0.3667,A
44,Berechneter Zeitpunkt der Stillegung,BNA0786,1982.0,in Betrieb,Braunkohle,31.15,Ja,,KW Jänschwalde,465.0,Vattenfall Europe Generation AG,2027,0.3667,A
45,Berechneter Zeitpunkt der Stillegung,BNA0787,1984.0,in Betrieb,Braunkohle,31.15,Ja,,KW Jänschwalde,465.0,Vattenfall Europe Generation AG,2029,0.3667,A
46,Berechneter Zeitpunkt der Stillegung,BNA0788,1985.0,in Betrieb,Braunkohle,31.15,Ja,,KW Jänschwalde,465.0,Vattenfall Europe Generation AG,2030,0.3667,A
47,Berechneter Zeitpunkt der Stillegung,BNA0789,1987.0,in Betrieb,Braunkohle,31.15,Ja,,KW Jänschwalde,465.0,Vattenfall Europe Generation AG,2032,0.3667,A
48,Berechneter Zeitpunkt der Stillegung,BNA0790,1989.0,in Betrieb,Braunkohle,31.15,Ja,,KW Jänschwalde,465.0,Vattenfall Europe Generation AG,2034,0.3667,A
49,Berechneter Zeitpunkt der Stillegung,BNA0785,1981.0,in Betrieb,Braunkohle,31.15,Ja,,KW Jänschwalde,465.0,Vattenfall Europe Generation AG,2026,0.3667,A
50,Berechneter Zeitpunkt der Stillegung,BNA0878,1996.0,in Betrieb,Braunkohle,31.32,Ja,,Schkopau,51.899999999999636,E.ON Kraftwerke GmbH,2041,0.3657,A
51,Berechneter Zeitpunkt der Stillegung,BNA0793,1987.0,in Betrieb,Steinkohle,50.95,Nein,,Heyden,875.0,E.ON Kraftwerke GmbH,2032,0.4143,A
52,Berechneter Zeitpunkt der Stillegung,BNA0493,1985.0,in Betrieb,Steinkohle,52.93,Ja,,Ibbenbüren,794.0,RWE Generation SE,2030,0.3993,A
53,Berechneter Zeitpunkt der Stillegung,BNA0434,1985.0,in Betrieb,Steinkohle,53.22,Ja,,Heizkraftwerk Heilbronn,778.0,EnBW Energie Baden-Württemberg AG,2030,0.3974,A
54,Berechneter Zeitpunkt der Stillegung,BNA0413c,2014.0,in Betrieb,Steinkohle,53.46,Nein,,Westfalen,765.0,RWE Generation SE,2059,0.3959,A
55,Berechneter Zeitpunkt der Stillegung,BNA1061,1976.0,in Betrieb,Steinkohle,53.6,Nein,,Wilhelmshaven,757.0,E.ON Kraftwerke GmbH,2021,0.395,A
56,Berechneter Zeitpunkt der Stillegung,BNA1508,2013.0,in Betrieb,Steinkohle,53.81,Ja,,Trianel Kohlekraftwerk Lünen,746.0,Trianel Kohlekraftwerk Lünen GmbH & Co. KG,2058,0.3937,A
57,Berechneter Zeitpunkt der Stillegung,BNA0216b,2013.0,in Betrieb,Steinkohle,54.2,Nein,,KW Walsum,725.0,Steag GmbH,2058,0.3912,A
58,Berechneter Zeitpunkt der Stillegung,BNA0093,1983.0,in Betrieb,Steinkohle,54.28,Nein,,Kraftwerk Bexbach,721.0,EnBW Energie Baden-Württemberg AG,2028,0.3907,A
59,Berechneter Zeitpunkt der Stillegung,BNA0067,1981.0,in Betrieb,Steinkohle,54.35,Ja,,Bergkamen,717.0,RWE Generation SE,2026,0.3903,A
60,Berechneter Zeitpunkt der Stillegung,BNA0991,1982.0,in Betrieb,Steinkohle,54.77,Nein,,KW Voerde,695.0,Steag GmbH,2027,0.3877,A
61,Berechneter Zeitpunkt der Stillegung,BNA0992,1985.0,in Betrieb,Steinkohle,54.77,Nein,,KW Voerde,695.0,Steag GmbH,2030,0.3877,A
62,Berechneter Zeitpunkt der Stillegung,BNA0464,1979.0,in Betrieb,Steinkohle,54.87,Nein,,KWM,690.0,Stadtwerke Hannover AG,2024,0.3871,A
63,Von der BNetzA Terminiert,BNA0335,1979.0,in Betrieb,Steinkohle,55.14,Nein,,Scholven,676.0,E.ON Kraftwerke GmbH,2014,0.3855,A
64,Berechneter Zeitpunkt der Stillegung,BNA0820,1976.0,in Betrieb,Steinkohle,55.54,ja,,Weiher,655.6,STEAG Power Saar GmbH,2021,0.3831,A
65,Berechneter Zeitpunkt der Stillegung,BNA1046a,1984.0,in Betrieb,Steinkohle,56.5,Nein,,Gersteinwerk,607.5,RWE Generation SE,2029,0.3775,A
66,Berechneter Zeitpunkt der Stillegung,BNA0849,1994.0,in Betrieb,Steinkohle,58.58,Ja,,KNG Kraftwerk Rostock,508.0,EnBW Energie Baden-Württemberg AG,2039,0.3658,A
67,Berechneter Zeitpunkt der Stillegung,BNA0518a,1985.0,in Betrieb,Steinkohle,58.65,Ja,,Rheinhafen-Dampfkraftwerk,505.0,EnBW Energie Baden-Württemberg AG,2030,0.3654,A
68,Berechneter Zeitpunkt der Stillegung,BNA1093,1986.0,in Betrieb,Steinkohle,59.37,Ja,,Zolling,472.0,GDF SUEZ Energie Deutschland AG,2031,0.3616,A
69,Berechneter Zeitpunkt der Stillegung,BNA0450,1989.0,in Betrieb,Steinkohle,59.88,Ja,,KW Herne,449.0,Steag GmbH,2034,0.3589,A
70,Berechneter Zeitpunkt der Stillegung,BNA0646,1993.0,in Betrieb,Steinkohle,60.2,Ja,,GKM ,435.0,Grosskraftwerk Mannheim AG,2038,0.3572,A
71,Berechneter Zeitpunkt der Stillegung,BNA0020,1985.0,in Betrieb,Steinkohle,60.24,Ja,,Heizkraftwerk Altbach/Deizisau,433.0,EnBW Energie Baden-Württemberg AG,2030,0.357,N
72,Berechneter Zeitpunkt der Stillegung,BNA0645,1982.0,in Betrieb,Steinkohle,60.42,Ja,,GKM ,425.0,Grosskraftwerk Mannheim AG,2027,0.3561,N
73,Berechneter Zeitpunkt der Stillegung,BNA0216a,1988.0,in Betrieb,Steinkohle,61.69,Ja,,KW Walsum,351.71900000000096,Steag GmbH,2033,0.3496,N
74,Berechneter Zeitpunkt der Stillegung,BNA0400,2009.0,in Betrieb,Erdgas,69.33,Ja,GuD,GuD Tiefstack,127.0,Vattenfall Europe Wärme Aktiengesellschaft,--,0.4921,KWK
75,Berechneter Zeitpunkt der Stillegung,BNA0857,1999.0,in Betrieb,Erdgas,69.65,Ja,GuD,GuD-Anlage Rüsselsheim,112.1,Adam Opel AG,--,0.4903,KWK
76,Berechneter Zeitpunkt der Stillegung,BNA0546,2004.0,in Betrieb,Erdgas,69.74,Ja,GuD,HKW Merkenich,108.0,RheinEnergie AG,--,0.4897,A
77,Berechneter Zeitpunkt der Stillegung,BNA0685,2005.0,in Betrieb,Erdgas,69.91,Ja,GuD,Heizkraftwerk Hafen,100.24,Stadtwerke Münster GmbH,--,0.4888,A
78,Berechneter Zeitpunkt der Stillegung,BNA0220,2000.0,in Betrieb,Erdgas,69.91,Ja,GuD,GuD,100.0,Stadtwerke Düsseldorf AG,--,0.4887,A
79,Berechneter Zeitpunkt der Stillegung,BNA0861a,2012.0,in Betrieb,Erdgas,70.45,Ja,GuD,HKW Römerbrücke,75.0,Energie SaarLorLux AG,--,0.4856,A
80,Berechneter Zeitpunkt der Stillegung,BNA0743,2005.0,in Betrieb,Erdgas,70.45,Ja,GuD,HKW Sandreuth,75.0,N-ERGIE AG,--,0.4856,A
81,Berechneter Zeitpunkt der Stillegung,BNA0742,2005.0,in Betrieb,Erdgas,70.45,Ja,GuD,HKW Sandreuth,75.0,N-ERGIE AG,--,0.4856,A
82,Berechneter Zeitpunkt der Stillegung,BNA0136,2010.0,in Betrieb,Erdgas,70.48,Ja,GuD,HKW-Mitte,74.0,Braunschweiger Versorgungs-AG & Co. KG,--,0.4855,KWK
83,Berechneter Zeitpunkt der Stillegung,BNA0293,1998.0,in Betrieb,Erdgas,70.78,Ja,GuD,GuD Anlage WVK,60.098,Solvay Acetow GmbH,--,0.4837,KWK
84,Berechneter Zeitpunkt der Stillegung,BNA0392b,2013.0,in Betrieb,Erdgas,70.92,Ja,GuD,HKW Halle Trotha,54.0,Heizkraftwerk Halle-Trotha GmbH,--,0.4829,KWK
85,Berechneter Zeitpunkt der Stillegung,BNA1337e,2013.0,in Betrieb,Erdgas,71.07,Ja,GuD,GuD-Anlage,47.0,DS Smith Paper Deutschland GmbH,--,0.4821,A
86,Von der BNetzA Terminiert,BNA0800,1980.0,in Betrieb,Erdgas,71.2,Ja,GuD,Heizkraftwerk Pforzheim GmbH,41.2,Heizkraftwerk Pforzheim GmbH,2016,0.4813,A
87,Berechneter Zeitpunkt der Stillegung,BNA0100,2005.0,in Betrieb,Erdgas,71.28,ja,GuD,GuD Kraftwerk Hillegossen,37.45,Stadtwerke Bielefeld GmbH,--,0.4809,A
88,Berechneter Zeitpunkt der Stillegung,BNA0595,1994.0,in Betrieb,Erdgas,71.29,Ja,GuD,ILK-GuD,37.0,InfraLeuna GmbH,--,0.4808,A
89,Berechneter Zeitpunkt der Stillegung,BNA0593,1994.0,in Betrieb,Erdgas,71.34,Ja,GuD,ILK-GuD,35.0,InfraLeuna GmbH,--,0.4806,A
90,Berechneter Zeitpunkt der Stillegung,BNA0544,1994.0,in Betrieb,Erdgas,71.34,Ja,GuD,HKW Südstadt,35.0,RheinEnergie AG,--,0.4806,A
91,Berechneter Zeitpunkt der Stillegung,BNA0594,1994.0,in Betrieb,Erdgas,71.34,Ja,GuD,ILK-GuD,35.0,InfraLeuna GmbH,--,0.4806,A
92,Berechneter Zeitpunkt der Stillegung,BNA0261a,2005.0,in Betrieb,Erdgas,71.64,Ja,GuD,HKW Erlangen,21.6,Erlanger Stadtwerke AG,--,0.4789,A
93,Berechneter Zeitpunkt der Stillegung,BNA1183,2001.0,in Betrieb,Erdgas,71.77,Ja,GuD,HKW Merheim,15.8,RheinEnergie AG,--,0.4781,A
94,Berechneter Zeitpunkt der Stillegung,BNA1196b,2003.0,in Betrieb,Erdgas,71.86,Ja,GuD,Industriekraftwerk Ludwigshafen,11.96,MVV Energie AG,--,0.4776,A
95,Berechneter Zeitpunkt der Stillegung,BNA0261c,2014.0,in Betrieb,Erdgas,71.98,Ja,GuD,HKW Erlangen,6.7,Erlanger Stadtwerke AG,--,0.477,A
96,Berechneter Zeitpunkt der Stillegung,BNA0994,2010.0,in Betrieb,Erdgas,78.84,Nein,,Gemeinschaftskraftwerk Irsching ,676.3520000000008,Gemeinschaftskraftwerk Irsching GmbH,2050,0.4077,A
97,Von der BNetzA Terminiert,BNA0379,1974.0,in Betrieb,Mineralölprodukte,158.44,Ja,,Ingolstadt,386.0,E.ON Kraftwerke GmbH,2015,0.35,A
98,Von der BNetzA Terminiert,BNA0378,1973.0,in Betrieb,Mineralölprodukte,158.44,Ja,,Ingolstadt,386.0,E.ON Kraftwerke GmbH,2015,0.35,A
99,Berechneter Zeitpunkt der Stillegung,BNA1004,1981.0,in Betrieb,Mineralölprodukte,159.73,Nein,,Kraftwerk Walheim,136.0,EnBW Energie Baden-Württemberg AG,2026,0.35,A
100,Berechneter Zeitpunkt der Stillegung,BNA0373,1994.0,in Betrieb,Mineralölprodukte,159.82,Nein,,Spitzenlastkraftwerk Großkayna,120.0,envia THERM GmbH,2039,0.35,N
101,Berechneter Zeitpunkt der Stillegung,BNA0894c,1998.0,in Betrieb,Mineralölprodukte,159.9,Ja,,IKS PCK Schwedt,106.0,PCK Raffinerie GmbH,2043,0.35,N
102,Berechneter Zeitpunkt der Stillegung,BNA0894d,1998.0,in Betrieb,Mineralölprodukte,159.9,Ja,,IKS PCK Schwedt,106.0,PCK Raffinerie GmbH,2043,0.35,N
103,Berechneter Zeitpunkt der Stillegung,BNA0596,1997.0,in Betrieb,Mineralölprodukte,159.98,Ja,,Raffineriekraftwerk,92.5,TOTAL Raffinerie Mitteldeutschland GmbH,2042,0.35,N
104,Berechneter Zeitpunkt der Stillegung,BNA0759,1972.0,in Betrieb,Mineralölprodukte,160.01,Nein,,Itzehoe,88.0,E.ON Kraftwerke GmbH,2017,0.35,N
105,Berechneter Zeitpunkt der Stillegung,BNA0766,1973.0,in Betrieb,Mineralölprodukte,160.01,Nein,,Audorf,87.0,E.ON Kraftwerke GmbH,2018,0.35,N
106,Berechneter Zeitpunkt der Stillegung,BNA0141,1974.0,in Betrieb,Mineralölprodukte,160.01,Nein,,KW Mittelsbüren,88.0,swb Erzeugung GmbH & Co. KG,2019,0.35,N
107,Berechneter Zeitpunkt der Stillegung,BNA0222,1977.0,in Betrieb,Mineralölprodukte,160.02,Nein,,GT,86.2,Stadtwerke Düsseldorf AG,2022,0.35,N
108,Berechneter Zeitpunkt der Stillegung,BNA0547,2004.0,in Betrieb,Mineralölprodukte,160.05,Ja,,Raffineriekraftwerk Köln Godorf,80.0,Steag GmbH,2049,0.35,N
109,Berechneter Zeitpunkt der Stillegung,BNA1280,1962.0,in Betrieb,Mineralölprodukte,160.13,Ja,,Kraftwerk,66.3,Basell Polyolefine GmbH,2007,0.35,N
110,Berechneter Zeitpunkt der Stillegung,BNA0164,1973.0,in Betrieb,Mineralölprodukte,160.15,Nein,,Brunsbüttel,37.0,Vattenfall Europe Generation AG,2018,0.35,N
